# KIT-IMK-IFU Flux Measurement Fundamentals course material (TERENO GAP site subset).
#
# Columns:
# MODELTIME 	: UTC time at the start of a measurement period of 30-min.
# NEE  		: Net Ecosystem Exchange, in umol m-2 s-1
# soiltemp_Avg 	: Soil temperature at ...m in degrees Celcius
# PAR_Avg 		: Q_PPFD in umol m-2 s-1
#
# Contact: Matthias Zeeman <matthias.zeeman@kit.edu>
# Version: 20140805
#
"MODELTIME","Flag.ustar","Flag.wCO2","NEE","soiltemp_Avg","PAR_Avg"
2013-03-12 01:30:00,1,2,-9999,4.3,0
2013-03-12 02:00:00,1,2,-9999,4.2,0
2013-03-12 02:30:00,1,2,-9999,4,0
2013-03-12 03:00:00,0,2,-9999,3.9,0
2013-03-12 03:30:00,1,2,-9999,3.7,0
2013-03-12 04:00:00,1,2,-9999,3.6,0
2013-03-12 04:30:00,1,2,-9999,3.5,0
2013-03-12 05:00:00,1,2,-9999,3.4,12.7
2013-03-12 05:30:00,1,2,-9999,3.3,88
2013-03-12 06:00:00,0,2,-9999,3.2,127.1
2013-03-12 06:30:00,1,2,-9999,3.1,153.9
2013-03-12 07:00:00,1,2,-9999,3,288.8
2013-03-12 07:30:00,1,2,-9999,2.9,676.3
2013-03-12 08:00:00,1,2,-9999,2.9,1040.3
2013-03-12 08:30:00,1,2,-9999,2.9,1098.9
2013-03-12 09:00:00,1,2,-9999,3.1,1284.9
2013-03-12 09:30:00,1,2,-9999,3.4,1550.2
2013-03-12 10:00:00,1,1,0.52,3.8,1431.5
2013-03-12 10:30:00,1,2,-9999,4.3,1815.8
2013-03-12 11:00:00,0,2,-9999,4.9,1551.8
2013-03-12 11:30:00,0,2,-9999,5.4,1965.4
2013-03-12 12:00:00,1,1,0.59,5.8,1694.8
2013-03-12 12:30:00,1,1,-0.02,6.1,733.7
2013-03-12 13:00:00,1,1,0.71,6.2,564.5
2013-03-12 13:30:00,0,0,-0.1,6.3,462.2
2013-03-12 14:00:00,0,0,0.2,6.4,572.8
2013-03-12 14:30:00,1,2,-9999,6.5,517
2013-03-12 15:00:00,0,1,0.02,6.5,303.9
2013-03-12 15:30:00,1,1,1.57,6.5,363.9
2013-03-12 16:00:00,0,0,0.1,6.4,75.5
2013-03-12 16:30:00,1,1,0.6,6.3,9.4
2013-03-12 17:00:00,0,0,1.74,6.2,0
2013-03-12 17:30:00,0,2,-9999,6.1,0
2013-03-12 18:00:00,1,2,-9999,5.9,0
2013-03-12 18:30:00,1,1,0.21,5.8,0.1
2013-03-12 19:00:00,0,2,-9999,5.7,0
2013-03-12 19:30:00,0,2,-9999,5.6,0
2013-03-12 20:00:00,0,2,-9999,5.5,0
2013-03-12 20:30:00,1,2,-9999,5.4,0
2013-03-12 21:00:00,1,2,-9999,5.3,0
2013-03-12 21:30:00,0,2,-9999,5.2,0
2013-03-12 22:00:00,1,2,-9999,5,0
2013-03-12 22:30:00,1,2,-9999,4.8,0
2013-03-12 23:00:00,1,2,-9999,4.7,0
2013-03-12 23:30:00,1,2,-9999,4.6,0
2013-03-13 00:00:00,1,2,-9999,4.6,0
2013-03-13 00:30:00,0,2,-9999,4.5,0
2013-03-13 01:00:00,1,2,-9999,4.5,0
2013-03-13 01:30:00,1,2,-9999,4.4,0
2013-03-13 02:00:00,1,2,-9999,4.3,0
2013-03-13 02:30:00,1,2,-9999,4.3,0
2013-03-13 03:00:00,0,2,-9999,4.2,0
2013-03-13 03:30:00,0,2,-9999,4.1,0
2013-03-13 04:00:00,1,2,-9999,3.9,0
2013-03-13 04:30:00,0,2,-9999,3.8,0
2013-03-13 05:00:00,0,2,-9999,3.6,1
2013-03-13 05:30:00,0,2,-9999,3.5,27.3
2013-03-13 06:00:00,1,2,-9999,3.4,62.5
2013-03-13 06:30:00,1,2,-9999,3.3,51.1
2013-03-13 07:00:00,0,1,5.22,3.2,75.7
2013-03-13 07:30:00,1,1,-0.47,3.1,101.3
2013-03-13 08:00:00,0,2,-9999,3,123
2013-03-13 08:30:00,1,2,-9999,3,135.8
2013-03-13 09:00:00,0,1,-0.32,2.9,148.8
2013-03-13 09:30:00,0,2,-9999,2.9,132.9
2013-03-13 10:00:00,0,0,0.05,2.9,143.6
2013-03-13 10:30:00,1,2,-9999,2.8,147.7
2013-03-13 11:00:00,1,1,-1.65,2.8,123.7
2013-03-13 11:30:00,0,1,-2.27,2.8,124.4
2013-03-13 12:00:00,1,2,-9999,2.8,120.8
2013-03-13 12:30:00,2,2,-9999,2.8,101.3
2013-03-13 13:00:00,0,2,-9999,2.8,77.5
2013-03-13 13:30:00,1,1,-4.48,2.8,65.1
2013-03-13 14:00:00,2,2,-9999,2.7,67
2013-03-13 14:30:00,1,2,-9999,2.7,41
2013-03-13 15:00:00,0,2,-9999,2.6,28.7
2013-03-13 15:30:00,1,1,-3.44,2.5,29.3
2013-03-13 16:00:00,0,2,-9999,2.4,5
2013-03-13 16:30:00,1,2,-9999,2.3,1.7
2013-03-13 17:00:00,0,1,11.67,2.2,0
2013-03-13 17:30:00,1,2,-9999,2.2,0
2013-03-13 18:00:00,0,2,-9999,2.1,0
2013-03-13 18:30:00,1,2,-9999,2,0
2013-03-13 19:00:00,1,2,-9999,2,0
2013-03-13 19:30:00,1,2,-9999,2,0
2013-03-13 20:00:00,0,2,-9999,2,0
2013-03-13 20:30:00,0,2,-9999,2,0
2013-03-13 21:00:00,1,2,-9999,2,0
2013-03-13 21:30:00,0,2,-9999,2,0
2013-03-13 22:00:00,0,2,-9999,1.9,0
2013-03-13 22:30:00,0,1,14.38,1.9,0
2013-03-13 23:00:00,0,1,-0.58,1.9,0
2013-03-13 23:30:00,1,1,-12.6,1.9,0
2013-03-14 00:00:00,0,2,-9999,1.9,0
2013-03-14 00:30:00,0,1,2.24,1.9,0
2013-03-14 01:00:00,0,1,0.81,1.9,0
2013-03-14 01:30:00,1,1,-2.95,1.9,0
2013-03-14 02:00:00,1,2,-9999,1.8,0
2013-03-14 02:30:00,0,2,-9999,1.8,0
2013-03-14 03:00:00,1,1,1.53,1.8,0
2013-03-14 03:30:00,1,2,-9999,1.8,0
2013-03-14 04:00:00,0,1,-4.51,1.8,0
2013-03-14 04:30:00,0,1,0.52,1.8,0
2013-03-14 05:00:00,0,2,-9999,1.8,4
2013-03-14 05:30:00,0,2,-9999,1.8,39.3
2013-03-14 06:00:00,0,0,-2.57,1.8,113.1
2013-03-14 06:30:00,0,2,-9999,1.8,204
2013-03-14 07:00:00,1,1,-1,1.7,316.2
2013-03-14 07:30:00,1,2,-9999,1.7,426.2
2013-03-14 08:00:00,0,0,4.97,1.7,448.6
2013-03-14 08:30:00,1,1,-1,1.7,601.4
2013-03-14 09:00:00,1,1,-2.76,1.7,838.2
2013-03-14 09:30:00,1,1,2.24,1.7,947.4
2013-03-14 10:00:00,1,1,-2.48,1.7,897.4
2013-03-14 10:30:00,2,2,-9999,1.6,1336.3
2013-03-14 11:00:00,0,1,-1.15,1.6,1470.3
2013-03-14 11:30:00,1,1,-0.12,1.6,896.8
2013-03-14 12:00:00,1,2,-9999,1.6,1317.2
2013-03-14 12:30:00,0,1,-2.4,1.7,534.8
2013-03-14 13:00:00,2,2,-9999,1.7,538.5
2013-03-14 13:30:00,2,2,-9999,1.7,471.7
2013-03-14 14:00:00,1,1,-0.75,1.7,431.4
2013-03-14 14:30:00,1,1,-2.57,1.7,343.4
2013-03-14 15:00:00,1,1,-1.47,1.7,280.4
2013-03-14 15:30:00,1,2,-9999,1.7,211.4
2013-03-14 16:00:00,0,2,-9999,1.7,103.9
2013-03-14 16:30:00,0,0,-0.27,1.7,18.7
2013-03-14 17:00:00,1,2,-9999,1.7,1.1
2013-03-14 17:30:00,1,2,-9999,1.7,0
2013-03-14 18:00:00,1,2,-9999,1.7,0
2013-03-14 18:30:00,1,2,-9999,1.7,0
2013-03-14 19:00:00,2,2,-9999,1.7,0
2013-03-14 19:30:00,0,2,-9999,1.7,0
2013-03-14 20:00:00,0,2,-9999,1.7,0
2013-03-14 20:30:00,1,2,-9999,1.7,0
2013-03-14 21:00:00,1,2,-9999,1.7,0
2013-03-14 21:30:00,1,2,-9999,1.6,0
2013-03-14 22:00:00,0,2,-9999,1.6,0
2013-03-14 22:30:00,1,2,-9999,1.6,0
2013-03-14 23:00:00,1,2,-9999,1.6,0
2013-03-14 23:30:00,1,2,-9999,1.6,0
2013-03-15 00:00:00,1,2,-9999,1.6,0
2013-03-15 00:30:00,0,2,-9999,1.6,0
2013-03-15 01:00:00,1,2,-9999,1.6,0
2013-03-15 01:30:00,1,2,-9999,1.6,0
2013-03-15 02:00:00,1,2,-9999,1.6,0
2013-03-15 02:30:00,1,2,-9999,1.6,0
2013-03-15 03:00:00,1,2,-9999,1.6,0
2013-03-15 03:30:00,0,2,-9999,1.6,0
2013-03-15 04:00:00,1,2,-9999,1.5,0
2013-03-15 04:30:00,1,2,-9999,1.5,0
2013-03-15 05:00:00,0,2,-9999,1.5,3.1
2013-03-15 05:30:00,1,2,-9999,1.5,33
2013-03-15 06:00:00,1,2,-9999,1.5,108.9
2013-03-15 06:30:00,0,2,-9999,1.5,110.5
2013-03-15 07:00:00,0,2,-9999,1.5,170
2013-03-15 07:30:00,1,2,-9999,1.5,248.9
2013-03-15 08:00:00,0,2,-9999,1.5,295.5
2013-03-15 08:30:00,0,2,-9999,1.4,315.8
2013-03-15 09:00:00,0,2,-9999,1.4,369.4
2013-03-15 09:30:00,0,2,-9999,1.4,510.3
2013-03-15 10:00:00,0,2,-9999,1.4,339.6
2013-03-15 10:30:00,2,2,-9999,1.4,189
2013-03-15 11:00:00,1,2,-9999,1.4,336.2
2013-03-15 11:30:00,1,2,-9999,1.4,386.7
2013-03-15 12:00:00,0,2,-9999,1.3,584.6
2013-03-15 12:30:00,0,2,-9999,1.4,255.6
2013-03-15 13:00:00,0,0,-4.56,1.4,332.1
2013-03-15 13:30:00,0,2,-9999,1.4,477.9
2013-03-15 14:00:00,1,2,-9999,1.4,320.3
2013-03-15 14:30:00,0,1,-5.38,1.4,293.2
2013-03-15 15:00:00,1,2,-9999,1.3,292.5
2013-03-15 15:30:00,1,1,0.42,1.4,153.8
2013-03-15 16:00:00,1,2,-9999,1.4,55.8
2013-03-15 16:30:00,1,1,0.44,1.4,10
2013-03-15 17:00:00,0,2,-9999,1.3,0
2013-03-15 17:30:00,1,1,4.71,1.3,0
2013-03-15 18:00:00,1,1,3.26,1.3,0
2013-03-15 18:30:00,1,2,-9999,1.3,0
2013-03-15 19:00:00,1,1,0.76,1.3,0
2013-03-15 19:30:00,0,0,-0.66,1.3,0
2013-03-15 20:00:00,1,1,-7.75,1.3,0
2013-03-15 20:30:00,1,1,-12.37,1.3,0
2013-03-15 21:00:00,1,1,0.47,1.3,0
2013-03-15 21:30:00,1,2,-9999,1.3,0
2013-03-15 22:00:00,1,1,-5.77,1.3,0
2013-03-15 22:30:00,1,1,0.35,1.3,0
2013-03-15 23:00:00,1,1,-0.53,1.3,0
2013-03-15 23:30:00,1,2,-9999,1.3,0
2013-03-16 00:00:00,1,2,-9999,1.2,0
2013-03-16 00:30:00,1,1,1.09,1.2,0
2013-03-16 01:00:00,1,2,-9999,1.2,0
2013-03-16 01:30:00,1,2,-9999,1.2,0
2013-03-16 02:00:00,1,2,-9999,1.2,0
2013-03-16 02:30:00,1,2,-9999,1.2,0
2013-03-16 03:00:00,0,2,-9999,1.2,0
2013-03-16 03:30:00,1,2,-9999,1.2,0
2013-03-16 04:00:00,1,2,-9999,1.2,0
2013-03-16 04:30:00,1,2,-9999,1.1,0
2013-03-16 05:00:00,1,2,-9999,1.1,2.6
2013-03-16 05:30:00,1,2,-9999,1.1,23.6
2013-03-16 06:00:00,0,2,-9999,1.1,40.4
2013-03-16 06:30:00,1,2,-9999,1.1,124.7
2013-03-16 07:00:00,0,2,-9999,1.1,205.7
2013-03-16 07:30:00,0,2,-9999,1.1,701.2
2013-03-16 08:00:00,1,2,-9999,1.1,887.1
2013-03-16 08:30:00,1,2,-9999,1,1346.2
2013-03-16 09:00:00,0,2,-9999,1,1733.4
2013-03-16 09:30:00,0,0,-0.87,1,1730.5
2013-03-16 10:00:00,0,0,1.33,1,1817.7
2013-03-16 10:30:00,1,2,-9999,1,1867.6
2013-03-16 11:00:00,2,2,-9999,1,1898.8
2013-03-16 11:30:00,1,1,1.68,1,1863.1
2013-03-16 12:00:00,1,0,8.34,1,1816
2013-03-16 12:30:00,0,1,1.12,1,1699.8
2013-03-16 13:00:00,0,2,-9999,1,1513.6
2013-03-16 13:30:00,0,1,-0.06,1,1270.1
2013-03-16 14:00:00,0,1,1.22,1,892.8
2013-03-16 14:30:00,1,1,3.86,1,638.5
2013-03-16 15:00:00,1,1,2.31,1,474.2
2013-03-16 15:30:00,1,1,1.53,1,235.9
2013-03-16 16:00:00,0,1,0.57,1,109.3
2013-03-16 16:30:00,1,1,0.45,1,22.6
2013-03-16 17:00:00,1,1,-0.06,1.1,0
2013-03-16 17:30:00,1,1,0.47,1.1,0
2013-03-16 18:00:00,1,1,-0.06,1.1,0
2013-03-16 18:30:00,0,1,0.09,1.1,0
2013-03-16 19:00:00,0,1,-1.07,1.1,0
2013-03-16 19:30:00,0,2,-9999,1.1,0
2013-03-16 20:00:00,1,1,-2.34,1.1,0
2013-03-16 20:30:00,0,2,-9999,1.1,0
2013-03-16 21:00:00,0,2,-9999,1.1,0
2013-03-16 21:30:00,1,1,1.13,1.1,0
2013-03-16 22:00:00,1,1,0.77,1,0
2013-03-16 22:30:00,1,1,2,1,0
2013-03-16 23:00:00,1,1,-1.52,1,0
2013-03-16 23:30:00,0,1,-0.25,1,0
2013-03-17 00:00:00,1,2,-9999,1,0
2013-03-17 00:30:00,1,2,-9999,1,0
2013-03-17 01:00:00,1,2,-9999,1,0
2013-03-17 01:30:00,1,2,-9999,1,0
2013-03-17 02:00:00,1,1,0.7,1,0
2013-03-17 02:30:00,1,2,-9999,1,0
2013-03-17 03:00:00,1,1,-4.17,0.9,0
2013-03-17 03:30:00,0,2,-9999,0.9,0
2013-03-17 04:00:00,1,1,6.28,0.9,0
2013-03-17 04:30:00,1,1,0.36,0.9,0
2013-03-17 05:00:00,1,1,-1.14,0.9,24.5
2013-03-17 05:30:00,0,2,-9999,0.9,57.5
2013-03-17 06:00:00,0,1,0.41,0.9,102.9
2013-03-17 06:30:00,1,1,0.09,0.9,339.2
2013-03-17 07:00:00,1,2,-9999,0.8,414.7
2013-03-17 07:30:00,0,0,1.36,0.8,1033.8
2013-03-17 08:00:00,0,1,2.7,0.8,1239.2
2013-03-17 08:30:00,0,0,1.33,0.8,1178.7
2013-03-17 09:00:00,1,2,-9999,0.8,1028.5
2013-03-17 09:30:00,0,0,0.15,0.8,790.8
2013-03-17 10:00:00,0,0,0.14,0.8,946.8
2013-03-17 10:30:00,0,0,1.66,0.7,1016.1
2013-03-17 11:00:00,0,0,0.88,0.7,1192.6
2013-03-17 11:30:00,1,1,0.08,0.8,1132.5
2013-03-17 12:00:00,0,2,-9999,0.8,1031.6
2013-03-17 12:30:00,0,2,-9999,0.9,893.9
2013-03-17 13:00:00,0,0,0.96,1.1,733.8
2013-03-17 13:30:00,1,0,1.48,1.3,522.2
2013-03-17 14:00:00,0,0,-3.24,1.6,296.8
2013-03-17 14:30:00,0,2,-9999,1.8,197.4
2013-03-17 15:00:00,0,1,1.04,2.1,92.9
2013-03-17 15:30:00,0,2,-9999,2.2,61.2
2013-03-17 16:00:00,0,0,1.23,2.3,55.2
2013-03-17 16:30:00,1,1,6,2.3,23.6
2013-03-17 17:00:00,1,1,1.26,2.3,0
2013-03-17 17:30:00,1,1,0.96,2.3,0
2013-03-17 18:00:00,1,1,0.7,2.3,0
2013-03-17 18:30:00,1,1,2.35,2.2,0
2013-03-17 19:00:00,0,2,-9999,2.2,0.2
2013-03-17 19:30:00,1,1,3.27,2.1,0
2013-03-17 20:00:00,1,1,2.33,2.1,0
2013-03-17 20:30:00,0,2,-9999,2,0.3
2013-03-17 21:00:00,1,0,7.37,2,0
2013-03-17 21:30:00,0,2,-9999,1.9,0
2013-03-17 22:00:00,1,1,0.65,1.9,0
2013-03-17 22:30:00,1,1,0.63,1.9,0
2013-03-17 23:00:00,0,1,4.15,1.8,0
2013-03-17 23:30:00,1,1,4.96,1.8,0
2013-03-18 00:00:00,0,1,0.54,1.8,0
2013-03-18 00:30:00,0,0,0.45,1.8,0
2013-03-18 01:00:00,0,1,0.88,1.8,0
2013-03-18 01:30:00,1,1,2.56,1.8,0
2013-03-18 02:00:00,0,0,2.44,1.8,0
2013-03-18 02:30:00,0,0,0.9,1.7,0
2013-03-18 03:00:00,0,0,1.69,1.7,0
2013-03-18 03:30:00,0,0,2.01,1.7,0
2013-03-18 04:00:00,1,1,1.2,1.7,0
2013-03-18 04:30:00,1,1,2.99,1.6,0.2
2013-03-18 05:00:00,0,0,1.6,1.6,5.3
2013-03-18 05:30:00,2,2,-9999,1.6,34
2013-03-18 06:00:00,0,0,0.94,1.6,107.6
2013-03-18 06:30:00,0,0,1.76,1.6,158.8
2013-03-18 07:00:00,0,0,1,1.6,144.7
2013-03-18 07:30:00,0,0,2.3,1.7,236.7
2013-03-18 08:00:00,1,1,-2.82,1.7,533.9
2013-03-18 08:30:00,1,1,-0.68,1.9,466.2
2013-03-18 09:00:00,1,1,-1.18,2,621.4
2013-03-18 09:30:00,2,2,-9999,2.2,449
2013-03-18 10:00:00,1,1,-0.7,2.4,357.8
2013-03-18 10:30:00,1,1,-0.34,2.5,322.1
2013-03-18 11:00:00,0,2,-9999,2.7,406.5
2013-03-18 11:30:00,1,2,-9999,2.8,305.5
2013-03-18 12:00:00,0,2,-9999,2.9,173.1
2013-03-18 12:30:00,0,2,-9999,2.9,159.4
2013-03-18 13:00:00,1,2,-9999,2.9,138.3
2013-03-18 13:30:00,1,2,-9999,2.9,128.4
2013-03-18 14:00:00,1,2,-9999,2.9,110.2
2013-03-18 14:30:00,1,2,-9999,2.9,113.4
2013-03-18 15:00:00,2,2,-9999,2.9,95.6
2013-03-18 15:30:00,1,2,-9999,2.9,70.7
2013-03-18 16:00:00,1,2,-9999,2.8,26.1
2013-03-18 16:30:00,1,2,-9999,2.8,16.8
2013-03-18 17:00:00,1,2,-9999,2.7,0
2013-03-18 17:30:00,2,2,-9999,2.6,0
2013-03-18 18:00:00,2,2,-9999,2.5,0
2013-03-18 18:30:00,2,2,-9999,2.4,0
2013-03-18 19:00:00,2,2,-9999,2.4,0
2013-03-18 19:30:00,2,2,-9999,2.3,0
2013-03-18 20:00:00,2,2,-9999,2.2,0
2013-03-18 20:30:00,2,2,-9999,2.1,0
2013-03-18 21:00:00,1,2,-9999,2.1,0
2013-03-18 21:30:00,1,2,-9999,2,0
2013-03-18 22:00:00,1,2,-9999,1.9,0
2013-03-18 22:30:00,1,2,-9999,1.9,0
2013-03-18 23:00:00,0,2,-9999,1.9,0
2013-03-18 23:30:00,1,2,-9999,1.8,0
2013-03-19 00:00:00,1,2,-9999,1.8,0
2013-03-19 00:30:00,1,2,-9999,1.8,0
2013-03-19 01:00:00,1,2,-9999,1.7,0
2013-03-19 01:30:00,1,2,-9999,1.7,0
2013-03-19 02:00:00,1,2,-9999,1.7,0
2013-03-19 02:30:00,1,2,-9999,1.6,0
2013-03-19 03:00:00,1,2,-9999,1.6,0
2013-03-19 03:30:00,1,2,-9999,1.6,0
2013-03-19 04:00:00,1,2,-9999,1.5,0
2013-03-19 04:30:00,1,2,-9999,1.5,0
2013-03-19 05:00:00,1,2,-9999,1.5,8.7
2013-03-19 05:30:00,1,2,-9999,1.5,58.9
2013-03-19 06:00:00,1,2,-9999,1.4,180.7
2013-03-19 06:30:00,0,2,-9999,1.4,203.7
2013-03-19 07:00:00,1,2,-9999,1.4,111.2
2013-03-19 07:30:00,1,2,-9999,1.4,389.2
2013-03-19 08:00:00,2,2,-9999,1.4,642.2
2013-03-19 08:30:00,2,2,-9999,1.5,1053.6
2013-03-19 09:00:00,1,2,-9999,1.6,703.7
2013-03-19 09:30:00,1,1,-1.36,1.8,1276.2
2013-03-19 10:00:00,1,2,-9999,2,1015.1
2013-03-19 10:30:00,0,0,-0.34,2.3,1515.1
2013-03-19 11:00:00,0,0,-0.51,2.6,1297.2
2013-03-19 11:30:00,0,0,-0.01,2.9,1781.7
2013-03-19 12:00:00,0,0,-0.81,3.1,1878
2013-03-19 12:30:00,0,0,0.08,3.4,1632.3
2013-03-19 13:00:00,0,0,0.03,3.7,973.8
2013-03-19 13:30:00,0,0,0.07,4,1151.2
2013-03-19 14:00:00,0,0,0.18,4.1,990.1
2013-03-19 14:30:00,0,0,0.57,4.3,955.6
2013-03-19 15:00:00,1,1,1.15,4.4,734
2013-03-19 15:30:00,0,0,0.52,4.4,512.8
2013-03-19 16:00:00,0,1,-0.45,4.4,283.3
2013-03-19 16:30:00,0,1,0.79,4.4,44.2
2013-03-19 17:00:00,1,2,-9999,4.3,0
2013-03-19 17:30:00,1,2,-9999,4.2,0
2013-03-19 18:00:00,1,1,1.74,4,0
2013-03-19 18:30:00,1,2,-9999,3.9,0
2013-03-19 19:00:00,1,2,-9999,3.7,0
2013-03-19 19:30:00,0,0,1.14,3.5,0
2013-03-19 20:00:00,1,2,-9999,3.4,0
2013-03-19 20:30:00,1,1,-0.83,3.2,0
2013-03-19 21:00:00,1,2,-9999,3,0
2013-03-19 21:30:00,1,2,-9999,2.9,0
2013-03-19 22:00:00,1,1,-0.55,2.8,0
2013-03-19 22:30:00,0,1,-0.44,2.7,0
2013-03-19 23:00:00,0,2,-9999,2.5,0
2013-03-19 23:30:00,1,1,-0.33,2.4,0
2013-03-20 00:00:00,1,2,-9999,2.3,0
2013-03-20 00:30:00,1,1,1.4,2.3,0
2013-03-20 01:00:00,1,2,-9999,2.2,0
2013-03-20 01:30:00,0,0,0.24,2.1,0
2013-03-20 02:00:00,1,1,0.64,2,0
2013-03-20 02:30:00,1,1,-8.61,2,0
2013-03-20 03:00:00,1,1,-0.11,1.9,0
2013-03-20 03:30:00,0,1,0.88,1.8,0
2013-03-20 04:00:00,1,2,-9999,1.8,0
2013-03-20 04:30:00,1,1,1.09,1.7,0.8
2013-03-20 05:00:00,1,1,-1.15,1.7,20.4
2013-03-20 05:30:00,1,2,-9999,1.6,93.8
2013-03-20 06:00:00,1,2,-9999,1.6,201.9
2013-03-20 06:30:00,1,2,-9999,1.5,296.3
2013-03-20 07:00:00,1,2,-9999,1.5,440.5
2013-03-20 07:30:00,1,1,-0.27,1.5,636.8
2013-03-20 08:00:00,0,1,-0.07,1.5,606.9
2013-03-20 08:30:00,1,1,0.49,1.5,461.6
2013-03-20 09:00:00,1,1,0.37,1.5,487.8
2013-03-20 09:30:00,1,2,-9999,1.5,819.7
2013-03-20 10:00:00,1,1,-4.08,1.5,1558.5
2013-03-20 10:30:00,0,0,-1.61,1.7,1244.2
2013-03-20 11:00:00,0,0,-0.91,2,990.8
2013-03-20 11:30:00,1,1,-0.3,2.3,1073.7
2013-03-20 12:00:00,0,0,-0.84,2.7,1241.6
2013-03-20 12:30:00,0,0,-0.31,3,1430
2013-03-20 13:00:00,0,1,-0.21,3.4,656.4
2013-03-20 13:30:00,1,1,-0.35,3.8,253.2
2013-03-20 14:00:00,1,2,-9999,4.1,289.8
2013-03-20 14:30:00,0,0,1.62,4.2,226.8
2013-03-20 15:00:00,0,1,0.72,4.3,45.2
2013-03-20 15:30:00,0,2,-9999,4.4,5.3
2013-03-20 16:00:00,0,2,-9999,4.4,24.9
2013-03-20 16:30:00,1,2,-9999,4.4,14.2
2013-03-20 17:00:00,1,1,-1.17,4.3,0
2013-03-20 17:30:00,1,1,-0.17,4.3,0
2013-03-20 18:00:00,0,0,0.29,4.2,0
2013-03-20 18:30:00,1,1,-0.21,4.1,0
2013-03-20 19:00:00,0,1,-0.69,4,0
2013-03-20 19:30:00,1,1,-0.13,3.9,0
2013-03-20 20:00:00,1,2,-9999,3.8,0
2013-03-20 20:30:00,1,2,-9999,3.7,0
2013-03-20 21:00:00,1,1,0.58,3.7,0
2013-03-20 21:30:00,1,2,-9999,3.6,0
2013-03-20 22:00:00,1,2,-9999,3.5,0
2013-03-20 22:30:00,1,2,-9999,3.4,0
2013-03-20 23:00:00,1,0,-0.91,3.3,0
2013-03-20 23:30:00,1,1,-1.52,3.2,0
2013-03-21 00:00:00,1,1,-0.07,3.1,0
2013-03-21 00:30:00,1,2,-9999,3,0
2013-03-21 01:00:00,0,2,-9999,2.9,0
2013-03-21 01:30:00,1,2,-9999,2.9,0
2013-03-21 02:00:00,1,2,-9999,2.8,0
2013-03-21 02:30:00,1,2,-9999,2.7,0
2013-03-21 03:00:00,1,2,-9999,2.7,0
2013-03-21 03:30:00,1,2,-9999,2.6,0
2013-03-21 04:00:00,0,2,-9999,2.6,0
2013-03-21 04:30:00,1,2,-9999,2.5,0
2013-03-21 05:00:00,0,2,-9999,2.4,8.2
2013-03-21 05:30:00,1,2,-9999,2.4,46.3
2013-03-21 06:00:00,0,2,-9999,2.3,150.2
2013-03-21 06:30:00,1,2,-9999,2.3,255.7
2013-03-21 07:00:00,0,2,-9999,2.3,240.5
2013-03-21 07:30:00,1,2,-9999,2.3,435.1
2013-03-21 08:00:00,0,2,-9999,2.4,428.6
2013-03-21 08:30:00,1,1,-1.08,2.5,638.8
2013-03-21 09:00:00,0,0,-1.43,2.6,1753.9
2013-03-21 09:30:00,0,0,-1.84,2.9,1536.6
2013-03-21 10:00:00,0,0,-1.46,3.2,909.1
2013-03-21 10:30:00,1,1,-7.03,3.6,871.6
2013-03-21 11:00:00,0,0,-2,3.9,645.9
2013-03-21 11:30:00,1,1,-1.22,4.2,657.3
2013-03-21 12:00:00,0,0,-1.59,4.3,706.4
2013-03-21 12:30:00,1,1,-2.23,4.4,762.5
2013-03-21 13:00:00,0,2,-9999,4.5,556.2
2013-03-21 13:30:00,0,0,-0.36,4.6,812
2013-03-21 14:00:00,1,1,-1.74,4.7,554
2013-03-21 14:30:00,0,0,0.32,4.8,1003
2013-03-21 15:00:00,1,1,-5.39,4.8,446.3
2013-03-21 15:30:00,0,1,-1.79,4.9,214.1
2013-03-21 16:00:00,1,1,-2.07,4.9,110.7
2013-03-21 16:30:00,1,1,0.17,4.8,32.9
2013-03-21 17:00:00,0,0,0.96,4.7,1.4
2013-03-21 17:30:00,0,1,0.63,4.5,0
2013-03-21 18:00:00,1,1,0.53,4.4,0
2013-03-21 18:30:00,1,2,-9999,4.3,0
2013-03-21 19:00:00,1,1,0.43,4.2,0
2013-03-21 19:30:00,1,1,-0.69,4.1,0
2013-03-21 20:00:00,1,1,-0.67,4.1,0
2013-03-21 20:30:00,0,2,-9999,4,0
2013-03-21 21:00:00,1,2,-9999,3.9,0
2013-03-21 21:30:00,1,2,-9999,3.8,0
2013-03-21 22:00:00,1,1,4.1,3.7,0
2013-03-21 22:30:00,1,2,-9999,3.6,0
2013-03-21 23:00:00,1,1,1.18,3.5,0
2013-03-21 23:30:00,1,2,-9999,3.4,0
2013-03-22 00:00:00,1,1,-1.58,3.3,0
2013-03-22 00:30:00,1,2,-9999,3.2,0
2013-03-22 01:00:00,1,1,1.39,3.2,0
2013-03-22 01:30:00,1,2,-9999,3.1,0
2013-03-22 02:00:00,1,2,-9999,3,0
2013-03-22 02:30:00,1,2,-9999,2.9,0
2013-03-22 03:00:00,1,2,-9999,2.9,0
2013-03-22 03:30:00,0,2,-9999,2.8,0
2013-03-22 04:00:00,1,1,-1.37,2.7,0
2013-03-22 04:30:00,1,2,-9999,2.6,0.3
2013-03-22 05:00:00,1,2,-9999,2.5,23.3
2013-03-22 05:30:00,2,2,-9999,2.5,56.5
2013-03-22 06:00:00,1,2,-9999,2.4,108.3
